symbol_index,rank,letter,proximity,profile_proximity,final_score
0,1,අ,0.9986174968745296,0.9333107805962347,0.9333107805962347
0,2,ද,0.746748856378513,0.6152589971711904,0.6152589971711904
0,3,ඳ,0.9081371743673298,0.5949500676193253,0.5949500676193253
0,4,ඤ,0.8676429899337043,0.5109113524717128,0.5109113524717128
0,5,ඒ,0.7375201418648148,0.48483636137239183,0.48483636137239183
0,6,ඌ,0.43886228031535723,0.48122358469877624,0.48122358469877624
0,7,ඡ,0.48957638994084773,0.4232152123832462,0.4232152123832462
0,8,ආ,0.8056611246666191,0.42261037081767194,0.42261037081767194
0,9,උ,0.6888023451022524,0.4207434616333101,0.4207434616333101
0,10,ළ,0.6414638587036878,0.41764498519765425,0.41764498519765425
0,11,ල,0.7470763693310383,0.41747812673765516,0.41747812673765516
0,12,ජ,0.6259599333020227,0.4049891696082393,0.4049891696082393
0,13,ඓ,0.13935150023858456,0.3885629354721749,0.3885629354721749
0,14,එ,0.6292300202577628,0.38522892732524017,0.38522892732524017
0,15,ඵ,0.6455019063344749,0.38267793100621994,0.38267793100621994
0,16,ඊ,0.7720100871051384,0.3671923210186264,0.3671923210186264
0,17,ෆ,0.8152353401465731,0.36586680540311667,0.36586680540311667
0,18,ච,0.6303776657536567,0.364900823737752,0.364900823737752
0,19,ව,0.6482592074796883,0.36394535683139917,0.36394535683139917
0,20,ර,0.5957401307976655,0.3472786409452291,0.3472786409452291
0,21,ඇ,0.8331993286720214,0.34665628396916237,0.34665628396916237
0,22,ම,0.7334195788233662,0.3405526046492008,0.3405526046492008
0,23,ථ,0.6221842664227646,0.3341960398719749,0.3341960398719749
0,24,ඪ,0.5177647241591463,0.33308502025694253,0.33308502025694253
0,25,ඞ,0.6421406986803643,0.3260970276844408,0.3260970276844408
0,26,ඈ,0.8400651367673272,0.32531424880823345,0.32531424880823345
0,27,ට,0.6199201086424253,0.3192494686826156,0.3192494686826156
0,28,ඖ,0.2963003324337449,0.319118609059171,0.319118609059171
0,29,ණ,0.4781965576362591,0.318827857747604,0.318827857747604
0,30,ඉ,0.8696631287861892,0.31638204351646426,0.31638204351646426
0,31,ඣ,0.3062541727731142,0.30425170073481633,0.30425170073481633
0,32,ඎ,0.0,0.28000306407583153,0.28000306407583153
0,33,ත,0.7602362018144495,0.2639867649966968,0.2639867649966968
0,34,ඛ,0.7341118393129369,0.25859591105185653,0.25859591105185653
0,35,ඩ,0.5643167494463249,0.2556763507497416,0.2556763507497416
0,36,ඐ,0.35468953728295327,0.25165864072992716,0.25165864072992716
0,37,ඨ,0.4456679260106513,0.24490836515174375,0.24490836515174375
0,38,ක,0.6331498934264927,0.24265608051285936,0.24265608051285936
0,39,ඹ,0.660754947079782,0.2393257723367498,0.2393257723367498
0,40,බ,0.6107819285964974,0.23078284323993037,0.23078284323993037
0,41,ඕ,0.6850583128082077,0.22865667292401448,0.22865667292401448
0,42,ඔ,0.6516163235380485,0.22368173967600102,0.22368173967600102
0,43,න,0.6844083793300826,0.22254120730841842,0.22254120730841842
0,44,ග,0.6474803021721373,0.2193454844103977,0.2193454844103977
0,45,ධ,0.516685376101712,0.21089215343417633,0.21089215343417633
0,46,ඍ,0.32063937934114184,0.20787010633955383,0.20787010633955383
0,47,හ,0.6558843057947532,0.20337427903489524,0.20337427903489524
0,48,ඬ,0.4377701000159365,0.190455579672142,0.190455579672142
0,49,ය,0.43966844835994134,0.18268927676870916,0.18268927676870916
0,50,ඏ,0.5837392340443617,0.17702466746422885,0.17702466746422885
0,51,ශ,0.5526660611938352,0.17223603652249864,0.17223603652249864
0,52,භ,0.7151084934827604,0.1582501316292283,0.1582501316292283
0,53,ඝ,0.6211456267033273,0.15786728476902923,0.15786728476902923
0,54,ප,0.6317755988472444,0.1294696985803181,0.1294696985803181
0,55,ඟ,0.6072863801037274,0.12161615299984618,0.12161615299984618
0,56,ස,0.5788730675055962,0.10824113356246734,0.10824113356246734
0,57,ෂ,0.18938378266183165,0.0,0.0
1,1,ආ,0.9925868410086643,0.8208173048239764,0.8208173048239764
1,2,ඇ,0.9193531904041136,0.703421864815645,0.703421864815645
1,3,ඈ,0.9318019011599957,0.677745969894147,0.677745969894147
1,4,ඳ,0.6439785628616297,0.5943546563498188,0.5943546563498188
1,5,අ,0.7945993882024626,0.5846990128782117,0.5846990128782117
1,6,ඒ,0.6054333865239404,0.5742286226008069,0.5742286226008069
1,7,ඤ,0.9446744292889359,0.569250933580377,0.569250933580377
1,8,ඌ,0.8524868135371577,0.5633500728390508,0.5633500728390508
1,9,ද,0.33807501385549177,0.5563024695520356,0.5563024695520356
1,10,උ,0.7220624828668705,0.48323319291703415,0.48323319291703415
1,11,ඊ,0.4794367324126876,0.4637661653674646,0.4637661653674646
1,12,ඉ,0.5846236875471178,0.4553555425313306,0.4553555425313306
1,13,ෆ,0.8607016523860925,0.4474601780035393,0.4474601780035393
1,14,ල,0.7782670748626426,0.4388210501289227,0.4388210501289227
1,15,ච,0.5504503057317646,0.43574276941989887,0.43574276941989887
1,16,ළ,0.6030575950105961,0.4349096990670651,0.4349096990670651
1,17,ඓ,0.531378713686123,0.43046567098986876,0.43046567098986876
1,18,ග,0.6652014125246972,0.42375095868759105,0.42375095868759105
1,19,ම,0.5895815880184502,0.42229793766564183,0.42229793766564183
1,20,ණ,0.5573850702298797,0.41941700523698267,0.41941700523698267
1,21,එ,0.51399882825399,0.4171305527847653,0.4171305527847653
1,22,ඐ,0.6564694919970923,0.41010397541497234,0.41010397541497234
1,23,ඵ,0.5080545721674216,0.40955463517682145,0.40955463517682145
1,24,ථ,0.5561213746239546,0.40844561523288125,0.40844561523288125
1,25,ව,0.5749544808744278,0.40393902221684164,0.40393902221684164
1,26,ඪ,0.43534790764679565,0.402479662887001,0.402479662887001
1,27,ඞ,0.5401488344740129,0.39634013516330135,0.39634013516330135
1,28,ර,0.4272455023797218,0.3952565086877575,0.3952565086877575
1,29,ඣ,0.5209091084212478,0.38664324454100807,0.38664324454100807
1,30,ට,0.5372323471945053,0.3863134398994119,0.3863134398994119
1,31,හ,0.6325513288182258,0.3827043333360798,0.3827043333360798
1,32,ඖ,0.5294745786469326,0.36829140972509145,0.36829140972509145
1,33,න,0.7857983111425715,0.36749129292135885,0.36749129292135885
1,34,ජ,0.502993087750829,0.36252261637804617,0.36252261637804617
1,35,ඡ,0.30028782780380925,0.35870205767482555,0.35870205767482555
1,36,ඩ,0.4891359859045449,0.34973294490029216,0.34973294490029216
1,37,ඕ,0.47628270461614386,0.3486215433275024,0.3486215433275024
1,38,ඨ,0.39551063971854394,0.33519531318127493,0.33519531318127493
1,39,ක,0.6335596791780687,0.33315372502591245,0.33315372502591245
1,40,ඔ,0.4946195111435847,0.33057464645466206,0.33057464645466206
1,41,ඹ,0.5032203273871858,0.3291724908263376,0.3291724908263376
1,42,භ,0.693903777581965,0.3208750163290751,0.3208750163290751
1,43,ත,0.6873958863929244,0.3097003710563666,0.3097003710563666
1,44,ශ,0.4890823071511693,0.3007661596450488,0.3007661596450488
1,45,ධ,0.4700369023945733,0.2968467352894648,0.2968467352894648
1,46,ඛ,0.5680430777628732,0.2887578643985266,0.2887578643985266
1,47,ඬ,0.37472490504146827,0.28442027106156687,0.28442027106156687
1,48,ඎ,0.3191684960973513,0.26953558159204094,0.26953558159204094
1,49,ය,0.3814247555151007,0.25866045029953877,0.25866045029953877
1,50,ඟ,0.626256415006998,0.2557849476540276,0.2557849476540276
1,51,ඍ,0.4467542503652995,0.25301290163214185,0.25301290163214185
1,52,බ,0.46549287123971095,0.22887015031750446,0.22887015031750446
1,53,ඏ,0.5431878842965159,0.20996517423991834,0.20996517423991834
1,54,ඝ,0.5071873811497941,0.2059833893066112,0.2059833893066112
1,55,ස,0.42995177502492654,0.1628259612123476,0.1628259612123476
1,56,ප,0.48442747972930567,0.15375415078079357,0.15375415078079357
1,57,ෂ,0.0,0.0,0.0
2,1,ඇ,0.9911405664992823,0.9293469861595346,0.9293469861595346
2,2,ඈ,0.9934649106011011,0.9212602474824817,0.9212602474824817
2,3,ආ,0.9511345857652469,0.7403536716235719,0.7403536716235719
2,4,ඒ,0.6791452042634938,0.6602932416621807,0.6602932416621807
2,5,ද,0.5432768417912783,0.597969520987252,0.597969520987252
2,6,ච,0.7186748698263634,0.5725889688492988,0.5725889688492988
2,7,උ,0.8055747523660135,0.563209717196044,0.563209717196044
2,8,ඳ,0.7788627097491635,0.5451608330652262,0.5451608330652262
2,9,ඤ,0.9287380696265248,0.5350252610442747,0.5350252610442747
2,10,ඌ,0.736433208650157,0.5326233978058176,0.5326233978058176
2,11,ර,0.5930816676007578,0.523315850569364,0.523315850569364
2,12,ඪ,0.5732115635406574,0.5088209657462466,0.5088209657462466
2,13,ල,0.7786207135315861,0.5068127178854847,0.5068127178854847
2,14,ව,0.743090701498093,0.5026795622782507,0.5026795622782507
2,15,එ,0.6327502763179014,0.49799119272016357,0.49799119272016357
2,16,ඊ,0.6338996870259149,0.49706176456075635,0.49706176456075635
2,17,ථ,0.677138200061014,0.49041506476690977,0.49041506476690977
2,18,ඞ,0.708981410628813,0.4837338000940786,0.4837338000940786
2,19,ඩ,0.6645905625085486,0.483291139731576,0.483291139731576
2,20,ට,0.7175185243096803,0.4799176384989079,0.4799176384989079
2,21,ළ,0.7223168910934021,0.4762780431210285,0.4762780431210285
2,22,ඓ,0.5540908599177232,0.4739213151664111,0.4739213151664111
2,23,ඡ,0.46201328721167245,0.4673527622968685,0.4673527622968685
2,24,ඵ,0.627551066723574,0.46203643724370314,0.46203643724370314
2,25,ඣ,0.6026881589049699,0.4519243699032224,0.4519243699032224
2,26,ජ,0.6296220587927911,0.44560444975699376,0.44560444975699376
2,27,ණ,0.6705830664052332,0.4437588265381862,0.4437588265381862
2,28,ඨ,0.5347606878576227,0.43583099282189164,0.43583099282189164
2,29,ම,0.7253506309806006,0.43567943588546265,0.43567943588546265
2,30,ග,0.6661662825082555,0.43473539363539127,0.43473539363539127
2,31,ඖ,0.6428441921370951,0.432432618330147,0.432432618330147
2,32,ධ,0.6549312693398908,0.4183998303906872,0.4183998303906872
2,33,අ,0.8439642256551987,0.41399744341217837,0.41399744341217837
2,34,ෆ,0.7615278443870285,0.4079444198976475,0.4079444198976475
2,35,ඔ,0.6328926038949347,0.3994123433382665,0.3994123433382665
2,36,ඹ,0.6410384062902168,0.38998006678225094,0.38998006678225094
2,37,ඛ,0.7219666087633766,0.38781334745445617,0.38781334745445617
2,38,න,0.7391365094856507,0.3774364727971161,0.3774364727971161
2,39,ඐ,0.6017964143287684,0.374421845059009,0.374421845059009
2,40,හ,0.6209232905423478,0.3686893173283011,0.3686893173283011
2,41,ඉ,0.6074372934550162,0.3665619901677952,0.3665619901677952
2,42,ඕ,0.5627506992917108,0.3525040253014131,0.3525040253014131
2,43,ක,0.6225717467895968,0.3523740282468941,0.3523740282468941
2,44,ඬ,0.5311162608088003,0.332234432673158,0.332234432673158
2,45,බ,0.6356668258386938,0.33147459328371476,0.33147459328371476
2,46,භ,0.6904970293515704,0.3222096207692663,0.3222096207692663
2,47,ත,0.6961681475061384,0.3162445965688523,0.3162445965688523
2,48,ශ,0.5370257883348533,0.30507215392195997,0.30507215392195997
2,49,ය,0.44477747638323195,0.255667791169486,0.255667791169486
2,50,ඍ,0.499308667692139,0.24591863560095617,0.24591863560095617
2,51,ඝ,0.5522610958355916,0.242111950659314,0.242111950659314
2,52,ඎ,0.33700738771527716,0.23906984353841854,0.23906984353841854
2,53,ඟ,0.6210317790538071,0.22451938978365837,0.22451938978365837
2,54,ස,0.4926120511021591,0.20066878743418348,0.20066878743418348
2,55,ඏ,0.5606875527529356,0.1882609970272675,0.1882609970272675
2,56,ප,0.527904116576364,0.15901113735361883,0.15901113735361883
2,57,ෂ,0.0,0.0,0.0
3,1,ඇ,0.9876427329155987,0.9198247917038928,0.9198247917038928
3,2,ඈ,0.9915505539056605,0.9189420565395782,0.9189420565395782
3,3,ආ,0.9594881766358203,0.7217336982431987,0.7217336982431987
3,4,ඒ,0.6799394138746644,0.6454826111821137,0.6454826111821137
3,5,ද,0.5236714979848126,0.5908799179402966,0.5908799179402966
3,6,ඳ,0.7675878153714583,0.5547995080814255,0.5547995080814255
3,7,ච,0.7056001234735207,0.5463130486001577,0.5463130486001577
3,8,උ,0.8019530230582259,0.5413026312657971,0.5413026312657971
3,9,ර,0.58520531290573,0.5259174822815889,0.5259174822815889
3,10,ඤ,0.9364435616176787,0.5179768191459021,0.5179768191459021
3,11,ඌ,0.7560978490355557,0.5121609966566559,0.5121609966566559
3,12,ඊ,0.6254244219478939,0.49808453348230064,0.49808453348230064
3,13,ඪ,0.5668118239789857,0.49463523163606016,0.49463523163606016
3,14,එ,0.6280311847947913,0.4830342825711077,0.4830342825711077
3,15,ල,0.7859164615248013,0.4792973447976151,0.4792973447976151
3,16,ව,0.7296584386441762,0.4758397673866682,0.4758397673866682
3,17,ථ,0.6750434150165678,0.471348158598904,0.471348158598904
3,18,ඡ,0.45174522163625463,0.4694371745268865,0.4694371745268865
3,19,ළ,0.7133725351072635,0.4603573947046151,0.4603573947046151
3,20,ඞ,0.6978994768370008,0.45805973072466744,0.45805973072466744
3,21,ඩ,0.6520733202886189,0.45804448079105153,0.45804448079105153
3,22,ට,0.7065433809506804,0.45386489581859757,0.45386489581859757
3,23,ජ,0.6247599645795157,0.4487070305992029,0.4487070305992029
3,24,ඓ,0.5601906044794711,0.4470663473996772,0.4470663473996772
3,25,ඵ,0.6231153943020693,0.4434410973224998,0.4434410973224998
3,26,ඨ,0.5302052069456998,0.42818409468538987,0.42818409468538987
3,27,ඣ,0.6019939561477609,0.4246182736124686,0.4246182736124686
3,28,ග,0.6725676796288943,0.4227754206522232,0.4227754206522232
3,29,ණ,0.6669866807529696,0.41985732846723245,0.41985732846723245
3,30,ඖ,0.637150712393123,0.41169325736550777,0.41169325736550777
3,31,ෆ,0.7764849458123556,0.40782066566177144,0.40782066566177144
3,32,ම,0.7181507456030498,0.4074939172663029,0.4074939172663029
3,33,ධ,0.6435913674858138,0.3993082008082962,0.3993082008082962
3,34,අ,0.8434068225128305,0.38798451661438305,0.38798451661438305
3,35,ඛ,0.7139070081830874,0.37652711129350225,0.37652711129350225
3,36,ඐ,0.6145699809567327,0.37641772963061426,0.37641772963061426
3,37,ඔ,0.6257422993010313,0.371866754680253,0.371866754680253
3,38,න,0.7511945008460521,0.36986295924856216,0.36986295924856216
3,39,ඹ,0.6340597963939465,0.3621387986507736,0.3621387986507736
3,40,හ,0.6271504759704619,0.356673786369042,0.356673786369042
3,41,ඉ,0.6097139517050104,0.34635770957072365,0.34635770957072365
3,42,ක,0.6301359454029752,0.3458743588435367,0.3458743588435367
3,43,ඕ,0.5604580593497499,0.3286662242664944,0.3286662242664944
3,44,ත,0.7022926683817461,0.31701777878174964,0.31701777878174964
3,45,භ,0.6964497367880187,0.31025745827155327,0.31025745827155327
3,46,ශ,0.5387084157150005,0.3065109485723747,0.3065109485723747
3,47,බ,0.6254956426298139,0.30633284413330675,0.30633284413330675
3,48,ඬ,0.5177193698188551,0.3041516544011067,0.3041516544011067
3,49,ය,0.4471339113834194,0.2631390044615628,0.2631390044615628
3,50,ඝ,0.553650254338313,0.24827021283097228,0.24827021283097228
3,51,ඎ,0.3400187902042495,0.23284637921894313,0.23284637921894313
3,52,ඍ,0.49992143720314486,0.2287231047570677,0.2287231047570677
3,53,ස,0.491902623507257,0.2068669700235347,0.2068669700235347
3,54,ඟ,0.6259783532258152,0.20053187909647296,0.20053187909647296
3,55,ඏ,0.5650554018513831,0.18969522909059833,0.18969522909059833
3,56,ප,0.5290053245787601,0.16596242231402403,0.16596242231402403
3,57,ෂ,0.0,0.0,0.0
4,1,ඉ,0.9935124469772603,0.7812442116551784,0.7812442116551784
4,2,ම,0.7946328311371071,0.45357337253279906,0.45357337253279906
4,3,ඕ,0.8637287920756136,0.4245784887383214,0.4245784887383214
4,4,ඹ,0.7584250799081476,0.41438284163355976,0.41438284163355976
4,5,ඊ,0.798452063017669,0.40262925053359333,0.40262925053359333
4,6,ක,0.809214669112624,0.3936675650297152,0.3936675650297152
4,7,හ,0.8381873931150168,0.38287396317728617,0.38287396317728617
4,8,ද,0.6444318807445217,0.37701247727841836,0.37701247727841836
4,9,භ,0.8622119256087221,0.35220686369312426,0.35220686369312426
4,10,ත,0.9002840342215066,0.3511367733705859,0.3511367733705859
4,11,ඍ,0.4586010022828626,0.341357238168969,0.341357238168969
4,12,ඒ,0.6975256453559515,0.33975051128230405,0.33975051128230405
4,13,න,0.7671388920215376,0.33816236006167566,0.33816236006167566
4,14,ඔ,0.7497691879710867,0.3373580653557978,0.3373580653557978
4,15,ඳ,0.7875774577916456,0.3293755844552372,0.3293755844552372
4,16,ණ,0.45851056398989887,0.3258015675088678,0.3258015675088678
4,17,ඐ,0.4130783744876285,0.317150557038854,0.317150557038854
4,18,ෆ,0.7807954132297943,0.3090227367460836,0.3090227367460836
4,19,ඎ,0.07933569606350122,0.28775828099171075,0.28775828099171075
4,20,ඏ,0.7877701761761814,0.287598871635141,0.287598871635141
4,21,ග,0.7687620664277696,0.28261616339770756,0.28261616339770756
4,22,ඌ,0.23808306646309074,0.2735924663897762,0.2735924663897762
4,23,ඟ,0.7880402217488441,0.2720795159081534,0.2720795159081534
4,24,ළ,0.6806810299615453,0.2681238464879532,0.2681238464879532
4,25,ආ,0.6194316057160358,0.26290600951763576,0.26290600951763576
